passage	continent	province	siteType	id	text	lonStr	latStr	lon	lonDeg	lonFract	lat	latDeg	latFract	adjustedLon	adjustedLat
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.1/	Europe	hibernia	paralios	pt_ll_1	Βόρειον ἄκρον (Boreion akron)	ιαʹ	ξαʹ	11.0	11	0.0	61.0	61	0.0	-5.4	54.0
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.1/	Europe	hibernia	paralios	pt_ll_2	Οὐεννίκνιον ἄκρον (Ouenniknion akron)	ιβʹβ  γ"	ξαʹγ"	12.833	12	0.833	61.333	61	0.333	-4.08	54.239999999999995
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.1/	Europe	hibernia	paralios	pt_ll_3	Οὐιδούα ποταμοῦ ἐκβολαί (Ouidoua potamou ekbolai)	ιγʹ	ξαʹ	13.0	13	0.0	61.0	61	0.0	-3.960000000000001	54.0
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.1/	Europe	hibernia	paralios	pt_ll_4	Ἀργίτα ποταμοῦ ἐκβολαί (Argita potamou ekbolai)	ιδʹβ"	ξαʹβ"	14.5	14	0.5	61.5	61	0.5	-2.880000000000001	54.36
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.1/	Europe	hibernia	paralios	pt_ll_5	Ῥοβόγδιον ἄκρον (Rhobogdion akron)	ιϛʹγ"	ξαʹβ"	16.333	16	0.333	61.5	61	0.5	-1.5600000000000005	54.36
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.3/	Europe	hibernia	paralios	pt_ll_6	 τὸ Βόρειον ἄκρον ( to Boreion akron)	ιαʹ	ξαʹ	11.0	11	0.0	61.0	61	0.0	-5.4	54.0
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.3/	Europe	hibernia	paralios	pt_ll_7	Ῥαουίου ποταμοῦ ἐκβολαί (Rhaouiou potamou ekbolai)	ιαʹγ"	ξʹβ ϛ"	11.333	11	0.333	60.667	60	0.667	-5.16	53.76
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.3/	Europe	hibernia	paralios	pt_ll_8	Μάγνατα πόλις [ἐπίσημος] (Magnata polis [episēmos])	ιαʹδ"	ξʹδ"	11.25	11	0.25	60.25	60	0.25	-5.220000000000001	53.46
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.3/	Europe	hibernia	paralios	pt_ll_9	Λιβνίου ποταμοῦ ἐκβολαί (Libniou potamou ekbolai)	ιʹβ"	ξʹ	10.5	10	0.5	60.0	60	0.0	-5.760000000000001	53.28
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.3/	Europe	hibernia	paralios	pt_ll_10	Αὐσόβα ποταμοῦ ἐκβολαί (Ausoba potamou ekbolai)	ιʹβ"	νθʹβ"	10.5	10	0.5	59.5	59	0.5	-5.760000000000001	52.92
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.3/	Europe	hibernia	paralios	pt_ll_11	Σήνου ποταμοῦ ἐκβολαί (Sēnou potamou ekbolai)	θʹβ"	νθʹβ"	9.5	9	0.5	59.5	59	0.5	-6.48	52.92
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.3/	Europe	hibernia	paralios	pt_ll_12	Δοὺρ ποταμοῦ ἐκβολαί (Dour potamou ekbolai)	θʹβ ϛ"	νηʹβ ϛ"	9.667	9	0.667	58.667	58	0.667	-6.36	52.32
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.3/	Europe	hibernia	paralios	pt_ll_13	Ἰέρνου ποταμοῦ ἐκβολαί (Iernou potamou ekbolai)	ηʹ	νηʹ	8.0	8	0.0	58.0	58	0.0	-7.5600000000000005	51.839999999999996
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.3/	Europe	hibernia	paralios	pt_ll_14	Νότιον ἄκρον (Notion akron)	ζʹβ ϛ"	νζʹβ  δ"	7.667	7	0.667	57.75	57	0.75	-7.800000000000001	51.66
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.5/	Europe	hibernia	paralios	pt_ll_15	τὸ Νότιον ἄκρον (to Notion akron)	ζʹβ ϛ"	νζʹβ  δ"	7.667	7	0.667	57.75	57	0.75	-7.800000000000001	51.66
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.5/	Europe	hibernia	paralios	pt_ll_16	Δαβρώνα ποταμοῦ ἐκβολαί (Dabrōna potamou ekbolai)	ιαʹδ"	νζʹ	11.25	11	0.25	57.0	57	0.0	-5.220000000000001	51.12
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.5/	Europe	hibernia	paralios	pt_ll_17	Βίργου ποταμοῦ ἐκβολαί (Birgou potamou ekbolai)	ιβʹβ"	νζʹβ"	12.5	12	0.5	57.5	57	0.5	-4.32	51.48
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.5/	Europe	hibernia	paralios	pt_ll_18	Ἱερὸν ἄκρον. (Hieron akron.)	ιδʹ	νζʹβ  γ"	14.0	14	0.0	57.833	57	0.833	-3.24	51.72
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.7/	Europe	hibernia	paralios	pt_ll_19	τὸ Ἱερὸν ἄκρον (to Hieron akron)	ιδʹ	νζʹβ  γ"	14.0	14	0.0	57.833	57	0.833	-3.24	51.72
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.7/	Europe	hibernia	paralios	pt_ll_20	Μοδόννου ποταμοῦ ἐκβολαί (Modonnou potamou ekbolai)	ιγʹβ ϛ"	νηʹβ ϛ"	13.667	13	0.667	58.667	58	0.667	-3.4800000000000004	52.32
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.7/	Europe	hibernia	paralios	pt_ll_21	Μαναπία πόλις (Manapia polis)	ιγʹβ"	νηʹβ ϛ"	13.5	13	0.5	58.667	58	0.667	-3.5999999999999996	52.32
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.7/	Europe	hibernia	paralios	pt_ll_22	Ὀβόκα ποταμοῦ ἐκβολαί (Oboka potamou ekbolai)	ιγʹϛ"	νθʹ	13.167	13	0.167	59.0	59	0.0	-3.84	52.559999999999995
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.7/	Europe	hibernia	paralios	pt_ll_23	Ἔβλανα πόλις (Eblana polis)	ιδʹ	νθʹβ"	14.0	14	0.0	59.5	59	0.5	-3.24	52.92
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.7/	Europe	hibernia	paralios	pt_ll_24	Βουουίνδα ποταμοῦ ἐκβολαί (Bououinda potamou ekbolai)	ιδʹβ ϛ"	νθʹβ ϛ"	14.667	14	0.667	59.667	59	0.667	-2.76	53.04
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.7/	Europe	hibernia	paralios	pt_ll_25	Ἰσάμνιον [ἄκρον] (Isamnion [akron])	ιεʹ	ξʹ	15.0	15	0.0	60.0	60	0.0	-2.5199999999999996	53.28
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.7/	Europe	hibernia	paralios	pt_ll_26	Οὐινδέριος ποταμοῦ ἐκβολαί (Ouinderios potamou ekbolai)	ιεʹ	ξʹδ"	15.0	15	0.0	60.25	60	0.25	-2.5199999999999996	53.46
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.7/	Europe	hibernia	paralios	pt_ll_27	Λογία ποταμοῦ ἐκβολαί (Logia potamou ekbolai)	ιεʹγ"	ξʹβ ϛ"	15.333	15	0.333	60.667	60	0.667	-2.280000000000001	53.76
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.9/	Europe	hibernia	interior-poleis	pt_ll_28	Ῥηγία (Rhēgia)	ιγʹ	ξʹγ"	13.0	13	0.0	60.333	60	0.333	-3.960000000000001	53.519999999999996
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.9/	Europe	hibernia	interior-poleis	pt_ll_29	Ῥαῖβα (Rhaiba)	ιβʹ	νθʹβ  δ"	12.0	12	0.0	59.75	59	0.75	-4.68	53.1
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.9/	Europe	hibernia	interior-poleis	pt_ll_30	Λάβηρος (Labēros)	ιγʹ	νθʹδ"	13.0	13	0.0	59.25	59	0.25	-3.960000000000001	52.739999999999995
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.9/	Europe	hibernia	interior-poleis	pt_ll_31	Μακόλικον (Makolikon)	ιαʹβ"	νηʹβ ϛ"	11.5	11	0.5	58.667	58	0.667	-5.040000000000001	52.32
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.9/	Europe	hibernia	interior-poleis	pt_ll_32	Ῥηγία ἑτέρα (Rhēgia hetera)	ιαʹ	νθʹβ"	11.0	11	0.0	59.5	59	0.5	-5.4	52.92
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.9/	Europe	hibernia	interior-poleis	pt_ll_33	Δοῦνον (Dounon)	ιβʹβ"	νηʹβ  δ"	12.5	12	0.5	58.75	58	0.75	-4.32	52.379999999999995
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.9/	Europe	hibernia	interior-poleis	pt_ll_34	Ἰουερνίς (Iouernis)	ιαʹ	νηʹϛ"	11.0	11	0.0	58.167	58	0.167	-5.4	51.96
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.10/	Europe	hibernia	islands	pt_ll_35	Αἰβοῦδα (Aibouda)	ιεʹ	ξβʹ	15.0	15	0.0	62.0	62	0.0	-2.5199999999999996	54.72
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.10/	Europe	hibernia	islands	pt_ll_5143	Αἰβοῦδα (Aibouda)	ιεʹβ ϛ"	ξβʹ	15.667	15	0.667	62.0	62	0.0	-2.040000000000001	54.72
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.10/	Europe	hibernia	islands	pt_ll_36	Ῥικίνα (Rhikina)	ιζʹ	ξβʹ	17.0	17	0.0	62.0	62	0.0	-1.08	54.72
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.10/	Europe	hibernia	islands	pt_ll_37	Μαλαῖος (Malaios)	ιζʹβ"	ξβʹβ"	17.5	17	0.5	62.5	62	0.5	-0.7200000000000006	55.08
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.10/	Europe	hibernia	islands	pt_ll_38	Ἐπίδιον (Epidion)	ιηʹβ"	ξβʹ	18.5	18	0.5	62.0	62	0.0	0.0	54.72
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.10/	Europe	hibernia	islands	pt_ll_39	Μονάοιδα (Monaoida)	ιζʹβ ϛ"	ξαʹβ"	17.667	17	0.667	61.5	61	0.5	-0.5999999999999996	54.36
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.10/	Europe	hibernia	islands	pt_ll_40	Μόνα νῆσος (Mona nēsos)	ιεʹ	νζʹβ ϛ"	15.0	15	0.0	57.667	57	0.667	-2.5199999999999996	51.6
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.10/	Europe	hibernia	islands	pt_ll_41	Ἄδρου ἔρημος (Adrou erēmos)	ιεʹ	νθʹβ"	15.0	15	0.0	59.5	59	0.5	-2.5199999999999996	52.92
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.2.10/	Europe	hibernia	islands	pt_ll_42	Λίμνου ἔρημος (Limnou erēmos)	ιεʹ	νθʹ	15.0	15	0.0	59.0	59	0.0	-2.5199999999999996	52.559999999999995
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.1/	Europe	albion	paralios	pt_ll_43	Νοουαντῶν χερσόνησος καὶ ὁμώνυμον ἄκρον (Noouantōn khersonēsos kai homōnumon akron)	καʹ	ξαʹβ ϛ"	21.0	21	0.0	61.667	61	0.667	1.799999999999999	54.48
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.1/	Europe	albion	paralios	pt_ll_44	Ῥεριγόνιος κόλπος (Rherigonios kolpos)	κʹβ"	ξʹβ  γ"	20.5	20	0.5	60.833	60	0.833	1.4399999999999995	53.879999999999995
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.1/	Europe	albion	paralios	pt_ll_45	Οὐινδόγαρα κόλπος (Ouindogara kolpos)	καʹγ"	ξʹβ"	21.333	21	0.333	60.5	60	0.5	2.039999999999999	53.64
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.1/	Europe	albion	paralios	pt_ll_46	Κλώτα εἴσχυσις (Klōta eiskhusis)	κβʹδ"	νθʹγ"	22.25	22	0.25	59.333	59	0.333	2.6999999999999993	52.8
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.1/	Europe	albion	paralios	pt_ll_47	Λεμαννόνιος κόλπος (Lemannonios kolpos)	κδʹ	ξʹ	24.0	24	0.0	60.0	60	0.0	3.960000000000001	53.28
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.1/	Europe	albion	paralios	pt_ll_48	Ἐπίδιον ἄκρον (Epidion akron)	κγʹ	ξʹβ ϛ"	23.0	23	0.0	60.667	60	0.667	3.2399999999999984	53.76
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.1/	Europe	albion	paralios	pt_ll_49	Λόγγου ποταμοῦ ἐκβολαί (Loggou potamou ekbolai)	κδʹβ"	ξʹβ ϛ"	24.5	24	0.5	60.667	60	0.667	4.32	53.76
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.1/	Europe	albion	paralios	pt_ll_50	Ἴτιος ποταμοῦ ἐκβολαί (Itios potamou ekbolai)	κζʹ	ξʹβ ϛ"	27.0	27	0.0	60.667	60	0.667	6.120000000000001	53.76
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.1/	Europe	albion	paralios	pt_ll_51	Οὐόλας κόλπος (Ouolas kolpos)	κθʹ	ξʹβ"	29.0	29	0.0	60.5	60	0.5	7.559999999999999	53.64
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.1/	Europe	albion	paralios	pt_ll_52	Ναβάρου ποταμοῦ ἐκβολαί (Nabarou potamou ekbolai)	λʹ	ξʹβ"	30.0	30	0.0	60.5	60	0.5	8.280000000000001	53.64
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.1/	Europe	albion	paralios	pt_ll_53	Ταρουεδοὺμ ἡ καὶ Ὀρκὰς ἄκρα (Tarouedoum hē kai Orkas akra)	λαʹγ"	ξʹδ"	31.333	31	0.333	60.25	60	0.25	9.239999999999998	53.46
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.2/	Europe	albion	paralios	pt_ll_5761	τὴν τῶν Νοουαντῶν χερσόνησον (tēn tōn Noouantōn khersonēson)	κʹ	ξαʹβ ϛ"	20.0	20	0.0	61.667	61	0.667	1.08	54.48
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.2/	Europe	albion	paralios	pt_ll_54	Ἀβραουάννου ποταμοῦ ἐκβολαί (Abraouannou potamou ekbolai)	ιθʹγ"	ξαʹ	19.333	19	0.333	61.0	61	0.0	0.5999999999999996	54.0
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.2/	Europe	albion	paralios	pt_ll_55	Ἰηνᾶ εἴσχυσις (Iēna eiskhusis)	ιθʹ	ξʹβ"	19.0	19	0.0	60.5	60	0.5	0.35999999999999943	53.64
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.2/	Europe	albion	paralios	pt_ll_56	Δηούα ποταμοῦ ἐκβολαί (Dēoua potamou ekbolai)	ιηʹ	ξʹ	18.0	18	0.0	60.0	60	0.0	-0.35999999999999943	53.28
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.2/	Europe	albion	paralios	pt_ll_57	Νοουίου ποταμοῦ ἐκβολαί (Noouiou potamou ekbolai)	ιηʹγ"	νθʹβ"	18.333	18	0.333	59.5	59	0.5	-0.120000000000001	52.92
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.2/	Europe	albion	paralios	pt_ll_58	Ἰτούνα εἴσχυσις (Itouna eiskhusis)	ιηʹβ"	νηʹβ  δ"	18.5	18	0.5	58.75	58	0.75	0.0	52.379999999999995
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.2/	Europe	albion	paralios	pt_ll_59	Μορικάμβη εἴσχυσις (Morikambē eiskhusis)	ιζʹβ"	νηʹγ"	17.5	17	0.5	58.333	58	0.333	-0.7200000000000006	52.08
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.2/	Europe	albion	paralios	pt_ll_60	Σεταντίων λιμήν (Setantiōn limēn)	ιζʹγ"	νζʹβ  δ"	17.333	17	0.333	57.75	57	0.75	-0.8399999999999999	51.66
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.2/	Europe	albion	paralios	pt_ll_61	Βελισάμα εἴσχυσις (Belisama eiskhusis)	ιζʹβ"	νζʹγ"	17.5	17	0.5	57.333	57	0.333	-0.7200000000000006	51.36
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.2/	Europe	albion	paralios	pt_ll_62	Σετηία εἴσχυσις (Setēia eiskhusis)	ιζʹ	νζʹ	17.0	17	0.0	57.0	57	0.0	-1.08	51.12
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.2/	Europe	albion	paralios	pt_ll_63	Καιαγγανῶν ἄκρον (Kaiagganōn akron)	ιεʹ	νϛʹ	15.0	15	0.0	56.0	56	0.0	-2.5199999999999996	50.4
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.2/	Europe	albion	paralios	pt_ll_64	Τοισόβιος ποταμοῦ ἐκβολαί (Toisobios potamou ekbolai)	ιεʹβ ϛ"	νϛʹγ"	15.667	15	0.667	56.333	56	0.333	-2.040000000000001	50.64
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.2/	Europe	albion	paralios	pt_ll_65	Στουκκία ποταμοῦ ἐκβολαί (Stoukkia potamou ekbolai)	ιεʹγ"	νεʹβ"	15.333	15	0.333	55.5	55	0.5	-2.280000000000001	50.04
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.2/	Europe	albion	paralios	pt_ll_66	Τουερόβιος ποταμοῦ ἐκβολαί (Touerobios potamou ekbolai)	ιεʹ	νεʹ	15.0	15	0.0	55.0	55	0.0	-2.5199999999999996	49.68
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.2/	Europe	albion	paralios	pt_ll_67	Ὀκταπίταρον ἄκρον (Oktapitaron akron)	ιδʹγ"	νδʹβ"	14.333	14	0.333	54.5	54	0.5	-3.0	49.32
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.2/	Europe	albion	paralios	pt_ll_68	Τοβίου ποταμοῦ ἐκβολαί (Tobiou potamou ekbolai)	ιεʹβ"	νδʹβ"	15.5	15	0.5	54.5	54	0.5	-2.16	49.32
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.2/	Europe	albion	paralios	pt_ll_69	Ῥατοσταβίου ποταμοῦ ἐκβολαί (Rhatostabiou potamou ekbolai)	ιϛʹβ"	νδʹβ"	16.5	16	0.5	54.5	54	0.5	-1.4399999999999995	49.32
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.2/	Europe	albion	paralios	pt_ll_70	Σαβρίνα εἴσχυσις (Sabrina eiskhusis)	ιζʹγ"	νδʹβ"	17.333	17	0.333	54.5	54	0.5	-0.8399999999999999	49.32
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.2/	Europe	albion	paralios	pt_ll_71	Οὐξέλλα εἴσχυσις (Ouxella eiskhusis)	ιϛʹ	νγʹβ"	16.0	16	0.0	53.5	53	0.5	-1.8000000000000007	48.6
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.2/	Europe	albion	paralios	pt_ll_72	Ἡρακλέους ἄκρον (Hērakleous akron)	ιδʹ	νβʹβ  δ"	14.0	14	0.0	52.75	52	0.75	-3.24	48.059999999999995
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.2/	Europe	albion	paralios	pt_ll_73	Ἀντιουέσταιον ἄκρον τὸ καὶ Βολέριον (Antiouestaion akron to kai Bolerion)	ιαʹβ"	νβʹβ"	11.5	11	0.5	52.5	52	0.5	-5.040000000000001	47.879999999999995
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.2/	Europe	albion	paralios	pt_ll_74	Δαμνόνιον τὸ καὶ Ὄκριον ἄκρον (Damnonion to kai Okrion akron)	ιβʹ	ναʹβ"	12.0	12	0.0	51.5	51	0.5	-4.68	47.16
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.3/	Europe	albion	paralios	pt_ll_75	Κενίωνος ποταμοῦ ἐκβολαί (Keniōnos potamou ekbolai)	ιδʹ	ναʹβ  δ"	14.0	14	0.0	51.75	51	0.75	-3.24	47.339999999999996
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.3/	Europe	albion	paralios	pt_ll_76	Ταμάρου ποταμοῦ ἐκβολαί (Tamarou potamou ekbolai)	ιεʹβ ϛ"	νβʹϛ"	15.667	15	0.667	52.167	52	0.167	-2.040000000000001	47.64
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.3/	Europe	albion	paralios	pt_ll_77	Ἴσκα ποταμοῦ ἐκβολαί (Iska potamou ekbolai)	ιζʹβ ϛ"	νβʹγ"	17.667	17	0.667	52.333	52	0.333	-0.5999999999999996	47.76
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.3/	Europe	albion	paralios	pt_ll_78	Ἀλαύνου ποταμοῦ ἐκβολαί (Alaunou potamou ekbolai)	ιζʹβ ϛ"	νβʹβ ϛ"	17.667	17	0.667	52.667	52	0.667	-0.5999999999999996	48.0
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.3/	Europe	albion	paralios	pt_ll_79	Μέγας λιμήν (Megas limēn)	ιθʹ	νγʹ	19.0	19	0.0	53.0	53	0.0	0.35999999999999943	48.239999999999995
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.3/	Europe	albion	paralios	pt_ll_80	Τρισάντωνος ποταμοῦ ἐκβολαί (Trisantōnos potamou ekbolai)	κʹγ"	νγʹ	20.333	20	0.333	53.0	53	0.0	1.3200000000000003	48.239999999999995
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.3/	Europe	albion	paralios	pt_ll_81	Καινὸς λιμήν (Kainos limēn)	καʹ	νγʹβ"	21.0	21	0.0	53.5	53	0.5	1.799999999999999	48.6
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.3/	Europe	albion	paralios	pt_ll_82	Κάντιον ἄκρον (Kantion akron)	κβʹ	νδʹ	22.0	22	0.0	54.0	54	0.0	2.5199999999999996	48.96
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.4/	Europe	albion	paralios	pt_ll_83	Οὐιρουεδροὺμ ἄκρον (Ouirouedroum akron)	λαʹ	ξʹ	31.0	31	0.0	60.0	60	0.0	9.0	53.28
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.4/	Europe	albion	paralios	pt_ll_84	Οὐερουβίουμ ἄκρον (Oueroubioum akron)	λʹβ"	νθʹβ ϛ"	30.5	30	0.5	59.667	59	0.667	8.64	53.04
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.4/	Europe	albion	paralios	pt_ll_85	Ἴλα ποταμοῦ ἐκβολαί (Ila potamou ekbolai)	λʹ	νθʹβ ϛ"	30.0	30	0.0	59.667	59	0.667	8.280000000000001	53.04
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.4/	Europe	albion	paralios	pt_ll_86	Ὄχθη ὑψηλή (Okhthē hupsēlē)	κθʹ	νθʹβ ϛ"	29.0	29	0.0	59.667	59	0.667	7.559999999999999	53.04
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.4/	Europe	albion	paralios	pt_ll_87	Οὐάραρ εἴσχυσις (Ouarar eiskhusis)	κζʹ	νθʹβ ϛ"	27.0	27	0.0	59.667	59	0.667	6.120000000000001	53.04
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.4/	Europe	albion	paralios	pt_ll_88	Λόξα ποταμοῦ ἐκβολαί (Loxa potamou ekbolai)	κζʹβ"	νθʹβ ϛ"	27.5	27	0.5	59.667	59	0.667	6.48	53.04
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.4/	Europe	albion	paralios	pt_ll_89	Τούεσις εἴσχυσις (Touesis eiskhusis)	κζʹ	νθʹ	27.0	27	0.0	59.0	59	0.0	6.120000000000001	52.559999999999995
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.4/	Europe	albion	paralios	pt_ll_90	Καίλιος ποταμοῦ ἐκβολαί (Kailios potamou ekbolai)	κζʹ	νηʹβ  δ"	27.0	27	0.0	58.75	58	0.75	6.120000000000001	52.379999999999995
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.4/	Europe	albion	paralios	pt_ll_91	Ταιζάλων ἄκρον (Taizalōn akron)	κζʹβ"	νηʹβ"	27.5	27	0.5	58.5	58	0.5	6.48	52.199999999999996
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.4/	Europe	albion	paralios	pt_ll_92	Δηούα ποταμοῦ ἐκβολαί (Dēoua potamou ekbolai)	κϛʹ	νηʹβ"	26.0	26	0.0	58.5	58	0.5	5.399999999999999	52.199999999999996
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.4/	Europe	albion	paralios	pt_ll_93	Ταούα εἴσχυσις (Taoua eiskhusis)	κεʹ	νηʹβ  γ"	25.0	25	0.0	58.833	58	0.833	4.68	52.44
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.4/	Europe	albion	paralios	pt_ll_94	Τίνα ποταμοῦ ἐκβολαί (Tina potamou ekbolai)	κδʹ	νηʹβ"	24.0	24	0.0	58.5	58	0.5	3.960000000000001	52.199999999999996
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.4/	Europe	albion	paralios	pt_ll_95	Βοδερία εἴσχυσις (Boderia eiskhusis)	κβʹβ"	νθʹ	22.5	22	0.5	59.0	59	0.0	2.879999999999999	52.559999999999995
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.4/	Europe	albion	paralios	pt_ll_96	Ἀλαύνου ποταμοῦ ἐκβολαί (Alaunou potamou ekbolai)	καʹγ"	νηʹβ"	21.333	21	0.333	58.5	58	0.5	2.039999999999999	52.199999999999996
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.4/	Europe	albion	paralios	pt_ll_97	Οὐέδρα ποταμοῦ ἐκβολαί (Ouedra potamou ekbolai)	κʹϛ"	νηʹβ"	20.167	20	0.167	58.5	58	0.5	1.1999999999999993	52.199999999999996
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.4/	Europe	albion	paralios	pt_ll_98	Δοῦνον κόλπος (Dounon kolpos)	κʹδ"	νζʹβ"	20.25	20	0.25	57.5	57	0.5	1.2599999999999998	51.48
http://neelsmith.info/current-projects/geography/ptolemy-geography/geography-2.3.4/	Europe	albion	paralios	pt_ll_99	Γαβοαντουΐκων εὐλίμενος κόλπος (Gaboantouikōn eulimenos kolpos)	καʹ	νζʹ	21.0	21	0.0	57.0	57	0.0	1.799999999999999	51.12
