id,lon,lat
pt_ll_1,7.92,54.0
pt_ll_2,9.23976,54.23976
pt_ll_3,9.36,54.0
pt_ll_4,10.44,54.36
pt_ll_5,11.759759999999998,54.36
pt_ll_6,7.92,54.0
pt_ll_7,8.15976,53.760239999999996
pt_ll_8,8.1,53.459999999999994
pt_ll_9,7.56,53.279999999999994
pt_ll_10,7.56,52.919999999999995
pt_ll_11,6.84,52.919999999999995
pt_ll_12,6.96024,52.32024
pt_ll_13,5.76,51.839999999999996
pt_ll_14,5.520239999999999,51.66
pt_ll_15,5.520239999999999,51.66
pt_ll_16,8.1,51.12
pt_ll_17,9.0,51.48
pt_ll_18,10.08,51.719759999999994
pt_ll_19,10.08,51.719759999999994
pt_ll_20,9.84024,52.32024
pt_ll_21,9.719999999999999,52.32024
pt_ll_22,9.48024,52.559999999999995
pt_ll_23,10.08,52.919999999999995
pt_ll_24,10.56024,53.04024
pt_ll_25,10.799999999999999,53.279999999999994
pt_ll_26,10.799999999999999,53.459999999999994
pt_ll_27,11.03976,53.760239999999996
pt_ll_28,9.36,53.51976
pt_ll_29,8.64,53.099999999999994
pt_ll_30,9.36,52.739999999999995
pt_ll_31,8.28,52.32024
pt_ll_32,7.92,52.919999999999995
pt_ll_33,9.0,52.379999999999995
pt_ll_34,7.92,51.96024
pt_ll_35,10.799999999999999,54.72
pt_ll_5143,11.28024,54.72
pt_ll_36,12.24,54.72
pt_ll_37,12.6,55.08
pt_ll_38,13.32,54.72
pt_ll_39,12.72024,54.36
pt_ll_40,10.799999999999999,51.60024
pt_ll_41,10.799999999999999,52.919999999999995
pt_ll_42,10.799999999999999,52.559999999999995
pt_ll_43,15.12,54.480239999999995
pt_ll_44,14.76,53.87976
pt_ll_45,15.359759999999998,53.63999999999999
pt_ll_46,16.02,52.79975999999999
pt_ll_47,17.28,53.279999999999994
pt_ll_48,16.56,53.760239999999996
pt_ll_49,17.64,53.760239999999996
pt_ll_50,19.439999999999998,53.760239999999996
pt_ll_51,20.88,53.63999999999999
pt_ll_52,21.599999999999998,53.63999999999999
pt_ll_53,22.559759999999997,53.459999999999994
pt_ll_5761,14.399999999999999,54.480239999999995
pt_ll_54,13.919759999999998,54.0
pt_ll_55,13.68,53.63999999999999
pt_ll_56,12.959999999999999,53.279999999999994
pt_ll_57,13.199759999999998,52.919999999999995
pt_ll_58,13.32,52.379999999999995
pt_ll_59,12.6,52.07975999999999
pt_ll_60,12.479759999999999,51.66
pt_ll_61,12.6,51.359759999999994
pt_ll_62,12.24,51.12
pt_ll_63,10.799999999999999,50.4
pt_ll_64,11.28024,50.639759999999995
pt_ll_65,11.03976,50.04
pt_ll_66,10.799999999999999,49.68
pt_ll_67,10.31976,49.32
pt_ll_68,11.16,49.32
pt_ll_69,11.879999999999999,49.32
pt_ll_70,12.479759999999999,49.32
pt_ll_71,11.52,48.599999999999994
pt_ll_72,10.08,48.059999999999995
pt_ll_73,8.28,47.879999999999995
pt_ll_74,8.64,47.16
pt_ll_75,10.08,47.339999999999996
pt_ll_76,11.28024,47.64024
pt_ll_77,12.72024,47.75975999999999
pt_ll_78,12.72024,48.00024
pt_ll_79,13.68,48.239999999999995
pt_ll_80,14.639759999999999,48.239999999999995
pt_ll_81,15.12,48.599999999999994
pt_ll_82,15.84,48.959999999999994
pt_ll_83,22.32,53.279999999999994
pt_ll_84,21.96,53.04024
pt_ll_85,21.599999999999998,53.04024
pt_ll_86,20.88,53.04024
pt_ll_87,19.439999999999998,53.04024
pt_ll_88,19.8,53.04024
pt_ll_89,19.439999999999998,52.559999999999995
pt_ll_90,19.439999999999998,52.379999999999995
pt_ll_91,19.8,52.199999999999996
pt_ll_92,18.72,52.199999999999996
pt_ll_93,18.0,52.43975999999999
pt_ll_94,17.28,52.199999999999996
pt_ll_95,16.2,52.559999999999995
pt_ll_96,15.359759999999998,52.199999999999996
pt_ll_97,14.520240000000001,52.199999999999996
pt_ll_98,14.58,51.48
pt_ll_99,15.12,51.12
pt_ll_100,15.299999999999999,50.88024
pt_ll_101,15.12,50.76
pt_ll_102,14.76,50.160239999999995
pt_ll_103,14.999759999999998,50.160239999999995
pt_ll_104,15.299999999999999,49.73976
pt_ll_105,14.520240000000001,49.68
pt_ll_106,14.76,49.32
pt_ll_107,15.84,48.959999999999994
pt_ll_108,13.68,53.51976
pt_ll_109,14.520240000000001,53.760239999999996
pt_ll_110,13.68,52.919999999999995
pt_ll_111,13.32,52.79975999999999
pt_ll_112,14.399999999999999,53.04024
pt_ll_113,13.68,52.559999999999995
pt_ll_114,14.94,52.68024
pt_ll_115,15.359759999999998,53.279999999999994
pt_ll_116,15.479999999999999,52.79975999999999
pt_ll_5144,16.38,53.15976
pt_ll_117,16.56,52.919999999999995
pt_ll_118,16.919999999999998,52.559999999999995
pt_ll_119,14.520240000000001,52.559999999999995
pt_ll_120,16.56,52.32024
pt_ll_121,15.12,52.379999999999995
pt_ll_122,17.28,52.919999999999995
pt_ll_123,18.0,52.79975999999999
pt_ll_124,19.62,52.79975999999999
pt_ll_125,19.259999999999998,52.68024
pt_ll_126,17.28,52.379999999999995
pt_ll_127,18.72,52.559999999999995
pt_ll_128,13.32,52.199999999999996
pt_ll_129,12.839759999999998,51.839999999999996
pt_ll_130,14.399999999999999,51.839999999999996
pt_ll_131,13.68,51.66
pt_ll_132,14.399999999999999,51.60024
pt_ll_133,12.959999999999999,51.48
pt_ll_134,13.68,51.48
pt_ll_5145,14.399999999999999,51.359759999999994
pt_ll_135,12.959999999999999,51.66
pt_ll_136,14.88024,50.88024
pt_ll_137,12.059999999999999,50.88024
pt_ll_138,12.059999999999999,50.58
pt_ll_5146,12.6,50.94
pt_ll_139,12.059999999999999,50.22
pt_ll_140,13.440240000000001,50.76
pt_ll_141,12.959999999999999,50.04
pt_ll_142,14.94,50.279759999999996
pt_ll_143,13.919759999999998,50.04
pt_ll_144,14.76,49.91976
pt_ll_145,15.12,49.68
pt_ll_146,11.34,49.800239999999995
pt_ll_147,11.16,49.440239999999996
pt_ll_148,12.119759999999998,49.68
pt_ll_149,12.959999999999999,49.080239999999996
pt_ll_150,13.68,49.13999999999999
pt_ll_151,14.399999999999999,48.959999999999994
pt_ll_152,15.12,48.959999999999994
pt_ll_153,15.66,48.959999999999994
pt_ll_154,14.219999999999999,48.29976
pt_ll_155,11.52,48.72024
pt_ll_156,12.479759999999999,48.72024
pt_ll_157,13.440240000000001,48.239999999999995
pt_ll_158,12.959999999999999,48.00024
pt_ll_159,10.62,47.519999999999996
pt_ll_160,10.799999999999999,48.059999999999995
pt_ll_161,10.799999999999999,47.699999999999996
pt_ll_162,12.6,48.059999999999995
pt_ll_163,23.52024,53.81999999999999
pt_ll_164,21.599999999999998,54.23976
pt_ll_165,21.599999999999998,54.480239999999995
pt_ll_166,20.88,55.44
pt_ll_167,22.80024,55.44
pt_ll_168,21.83976,55.62
pt_ll_169,21.83976,55.20024
pt_ll_170,21.83976,55.44
pt_ll_171,16.56,49.19976
pt_ll_172,17.28,49.32
pt_ll_173,13.919759999999998,47.75975999999999
pt_ll_174,3.11976,37.08
pt_ll_175,4.55976,38.16
pt_ll_176,6.4799999999999995,38.16
pt_ll_177,8.64,36.9
pt_ll_178,10.08,38.879999999999995
pt_ll_179,3.3602399999999997,36.959759999999996
pt_ll_180,3.83976,36.72
pt_ll_181,8.64,37.8
pt_ll_182,4.32,36.54
pt_ll_183,4.32,36.23976
pt_ll_184,4.14,36.05976
pt_ll_185,4.440239999999999,36.12024
pt_ll_186,4.5,36.05976
pt_ll_187,4.68,36.05976
pt_ll_188,4.91976,36.05976
pt_ll_189,5.22,36.12024
pt_ll_190,5.3999999999999995,36.12024
pt_ll_5646,5.3999999999999995,36.18
pt_ll_191,5.520239999999999,36.23976
pt_ll_192,5.76,36.66024
pt_ll_193,6.12,36.72
pt_ll_194,6.35976,37.08
pt_ll_195,6.66,36.9
pt_ll_196,7.02,36.9
pt_ll_197,7.38,36.9
pt_ll_198,7.79976,36.779759999999996
pt_ll_199,7.739999999999999,36.84024
pt_ll_200,8.15976,36.779759999999996
pt_ll_201,8.28,36.599759999999996
pt_ll_202,8.459999999999999,36.84024
pt_ll_203,6.600239999999999,38.03976
pt_ll_204,6.84,37.92024
pt_ll_205,6.4799999999999995,37.8
pt_ll_206,7.02,37.56024
pt_ll_207,6.66,37.56024
pt_ll_208,7.199999999999999,37.62
pt_ll_209,6.71976,37.499759999999995
pt_ll_210,6.84,37.44
pt_ll_211,7.320239999999999,37.44
pt_ll_212,6.3,37.26
pt_ll_213,6.24024,37.02024
pt_ll_214,5.9399999999999995,36.959759999999996
pt_ll_215,6.3,36.959759999999996
pt_ll_216,5.76,36.84024
pt_ll_217,5.3999999999999995,36.72
pt_ll_218,5.04,36.48024
pt_ll_5147,4.5,36.66024
pt_ll_219,4.440239999999999,36.23976
pt_ll_220,6.96024,37.44
pt_ll_221,6.96024,37.26
pt_ll_222,6.84,37.08
pt_ll_223,7.07976,37.08
pt_ll_224,6.96024,37.02024
pt_ll_225,7.320239999999999,37.26
pt_ll_226,7.38,37.08
pt_ll_5150,7.50024,37.319759999999995
pt_ll_227,7.38,36.959759999999996
pt_ll_228,7.92,37.20024
pt_ll_229,3.3602399999999997,37.44
pt_ll_230,3.3602399999999997,37.26
pt_ll_231,3.5999999999999996,36.9
pt_ll_232,3.7202399999999995,37.62
pt_ll_233,4.08024,37.679759999999995
pt_ll_234,4.32,37.44
pt_ll_235,4.68,37.26
pt_ll_236,3.96,37.08
pt_ll_237,4.08024,37.08
pt_ll_238,4.08024,36.959759999999996
pt_ll_239,3.96,36.84024
pt_ll_240,4.32,36.72
pt_ll_241,4.37976,37.679759999999995
pt_ll_242,4.68,37.499759999999995
pt_ll_5148,5.04,37.44
pt_ll_243,4.55976,37.319759999999995
pt_ll_244,5.04,37.20024
pt_ll_245,4.68,37.08
pt_ll_246,4.80024,36.9
pt_ll_247,5.04,36.84024
pt_ll_248,4.68,36.779759999999996
pt_ll_249,4.68,36.599759999999996
pt_ll_250,5.04,38.03976
pt_ll_251,5.520239999999999,38.10024
pt_ll_252,5.16024,38.10024
pt_ll_253,5.76,37.92024
pt_ll_254,5.04,37.74024
pt_ll_255,5.27976,37.679759999999995
pt_ll_256,5.520239999999999,37.56024
pt_ll_257,5.22,37.319759999999995
pt_ll_258,5.76,37.26
pt_ll_259,5.520239999999999,37.08
pt_ll_260,5.16024,37.08
pt_ll_261,5.3999999999999995,36.779759999999996
pt_ll_262,5.22,36.779759999999996
pt_ll_263,6.12,38.03976
pt_ll_264,6.24024,37.85976
pt_ll_265,6.17976,37.74024
pt_ll_266,5.9399999999999995,37.679759999999995
pt_ll_267,5.88024,37.44
pt_ll_268,4.19976,38.03976
pt_ll_269,4.68,38.03976
pt_ll_270,4.68,37.92024
pt_ll_271,4.68,37.74024
pt_ll_272,4.5,37.74024
pt_ll_273,4.32,37.20024
pt_ll_274,5.27976,37.08
pt_ll_275,3.7202399999999995,36.12024
pt_ll_5762,3.83976,40.19976
pt_ll_276,6.600239999999999,40.19976
pt_ll_277,8.40024,40.08024
pt_ll_278,2.64024,37.26
pt_ll_279,2.16,37.319759999999995
pt_ll_280,1.7999999999999998,37.62
pt_ll_281,3.5999999999999996,38.16
pt_ll_282,3.65976,38.46024
pt_ll_283,3.54024,38.519999999999996
pt_ll_284,3.47976,38.75976
pt_ll_285,3.7202399999999995,39.06
pt_ll_286,3.96,39.24
pt_ll_287,6.4799999999999995,39.24
pt_ll_288,8.40024,39.42
pt_ll_289,3.5999999999999996,39.36024
pt_ll_290,3.7202399999999995,39.47976
pt_ll_291,3.7202399999999995,39.83976
pt_ll_292,3.83976,40.19976
pt_ll_293,3.83976,38.16
pt_ll_294,3.78,37.98
pt_ll_295,4.14,39.06
pt_ll_296,3.83976,38.879999999999995
pt_ll_297,4.32,38.879999999999995
pt_ll_298,3.83976,38.699999999999996
pt_ll_299,4.08024,38.57976
pt_ll_300,4.440239999999999,38.64024
pt_ll_301,4.08024,38.39976
pt_ll_302,4.440239999999999,38.39976
pt_ll_303,4.440239999999999,38.21976
pt_ll_304,3.96,40.14
pt_ll_305,4.08024,39.96
pt_ll_306,4.32,39.83976
pt_ll_307,4.68,39.78
pt_ll_308,4.80024,39.96
pt_ll_309,5.22,39.65976
pt_ll_310,4.80024,39.65976
pt_ll_311,5.27976,39.6
pt_ll_312,3.96,39.36024
pt_ll_313,4.08024,39.24
pt_ll_314,4.32,39.54024
pt_ll_315,4.55976,39.42
pt_ll_316,4.80024,39.24
pt_ll_317,5.3999999999999995,39.42
pt_ll_318,5.520239999999999,39.24
pt_ll_319,4.91976,39.06
pt_ll_320,4.80024,38.879999999999995
pt_ll_321,5.76,39.06
pt_ll_322,5.27976,38.879999999999995
pt_ll_323,4.91976,38.699999999999996
pt_ll_324,4.80024,38.519999999999996
pt_ll_325,5.04,38.39976
pt_ll_326,5.04,38.21976
pt_ll_327,5.63976,38.82024
pt_ll_328,5.27976,38.64024
pt_ll_329,5.76,38.519999999999996
pt_ll_330,5.27976,38.339999999999996
pt_ll_331,5.520239999999999,38.21976
pt_ll_332,6.12,38.519999999999996
pt_ll_333,6.24024,38.28024
pt_ll_334,6.12,40.08024
pt_ll_335,5.76,39.96
pt_ll_336,6.35976,40.19976
pt_ll_337,5.76,39.78
pt_ll_338,5.99976,39.78
pt_ll_339,6.12,39.6
pt_ll_340,5.99976,39.6
pt_ll_341,5.99976,39.42
pt_ll_342,6.24024,39.36024
pt_ll_343,6.35976,39.18024
pt_ll_344,6.12,38.93976
pt_ll_345,2.16,39.6
pt_ll_346,3.96,40.5
pt_ll_347,3.96,40.68
pt_ll_348,4.08024,40.86
pt_ll_349,3.96,41.22
pt_ll_350,3.83976,41.52024
pt_ll_351,8.28,41.94
pt_ll_352,3.96,41.76
pt_ll_353,4.08024,41.999759999999995
pt_ll_354,4.08024,42.24024
pt_ll_355,3.83976,42.48
pt_ll_356,3.78,42.60024
pt_ll_357,4.08024,42.839999999999996
pt_ll_358,4.5,42.839999999999996
pt_ll_359,4.68,42.839999999999996
pt_ll_360,4.859999999999999,42.48
pt_ll_361,5.9399999999999995,43.07975999999999
pt_ll_362,6.4799999999999995,43.019999999999996
pt_ll_363,7.43976,42.96024
pt_ll_364,8.15976,43.019999999999996
pt_ll_365,8.459999999999999,42.78024
pt_ll_366,8.64,42.839999999999996
pt_ll_367,9.36,42.96024
pt_ll_368,9.48024,42.24024
pt_ll_369,9.719999999999999,41.94
pt_ll_370,9.9,42.06024
pt_ll_371,10.31976,42.48
pt_ll_372,10.92024,42.539759999999994
pt_ll_373,10.92024,43.07975999999999
pt_ll_374,14.639759999999999,40.55976
pt_ll_375,12.24,41.04
pt_ll_5763,8.64,36.9
pt_ll_376,8.64,37.02024
pt_ll_377,8.76024,37.08
pt_ll_378,8.82,37.38024
pt_ll_379,9.300239999999999,37.499759999999995
pt_ll_380,9.0,37.8
pt_ll_381,9.120239999999999,37.85976
pt_ll_382,9.36,37.98
pt_ll_383,9.719999999999999,37.98
pt_ll_384,10.08,38.03976
pt_ll_385,10.56024,38.10024
pt_ll_386,10.799999999999999,38.16
pt_ll_387,11.34,38.519999999999996
pt_ll_388,11.460239999999999,38.64024
pt_ll_389,11.16,38.879999999999995
pt_ll_390,11.52,39.24
pt_ll_391,10.08,40.32
pt_ll_392,9.0,41.76
pt_ll_393,11.759759999999998,39.36024
pt_ll_394,12.119759999999998,39.42
pt_ll_395,12.42,39.6
pt_ll_396,12.6,39.6
pt_ll_397,12.839759999999998,39.83976
pt_ll_398,13.32,39.96
pt_ll_399,12.959999999999999,40.14
pt_ll_400,13.139999999999999,40.32
pt_ll_401,13.32,40.44024
pt_ll_402,13.5,40.55976
pt_ll_403,13.68,40.68
pt_ll_404,14.04,40.68
pt_ll_405,14.639759999999999,40.55976
pt_ll_5764,6.4799999999999995,42.48
pt_ll_5765,8.28,42.12
pt_ll_5766,10.56024,40.68
pt_ll_5767,11.52,41.04
pt_ll_5768,10.08,39.96
pt_ll_5769,10.31976,38.16
pt_ll_5770,8.64,37.20024
pt_ll_5771,10.08,38.64024
pt_ll_406,4.14,42.60024
pt_ll_407,4.440239999999999,42.3
pt_ll_408,5.9399999999999995,42.539759999999994
pt_ll_409,6.12,42.839999999999996
pt_ll_410,6.71976,42.719759999999994
pt_ll_411,7.320239999999999,42.719759999999994
pt_ll_412,7.320239999999999,42.539759999999994
pt_ll_413,5.04,42.3
pt_ll_414,4.55976,41.58
pt_ll_415,5.04,41.4
pt_ll_416,5.99976,42.06024
pt_ll_417,6.35976,42.179759999999995
pt_ll_418,4.62024,42.12
pt_ll_5648,5.34024,42.06024
pt_ll_419,4.55976,41.999759999999995
pt_ll_420,5.3999999999999995,41.76
pt_ll_421,5.27976,42.3
pt_ll_422,6.12,42.12
pt_ll_423,6.12,42.60024
pt_ll_424,7.92,42.48
pt_ll_425,7.92,42.12
pt_ll_426,7.38,41.999759999999995
pt_ll_427,6.71976,42.3
pt_ll_428,6.71976,41.4
pt_ll_429,7.43976,41.76
pt_ll_430,8.28,41.58
pt_ll_431,6.12,41.88024
pt_ll_432,6.4799999999999995,41.76
pt_ll_5649,6.4799999999999995,42.12
pt_ll_433,7.199999999999999,42.359759999999994
pt_ll_434,7.79976,42.06024
pt_ll_435,8.040239999999999,41.94
pt_ll_436,8.40024,42.359759999999994
pt_ll_437,7.43976,41.58
pt_ll_438,6.84,41.52024
pt_ll_439,6.84,41.76
pt_ll_440,5.3999999999999995,41.58
pt_ll_441,5.76,41.58
pt_ll_442,4.32,41.52024
pt_ll_443,4.68,41.4
pt_ll_444,4.91976,41.459759999999996
pt_ll_445,5.99976,41.34024
pt_ll_446,6.12,41.34024
pt_ll_447,4.32,40.26024
pt_ll_5772,4.68,41.34024
pt_ll_448,4.32,40.73976
pt_ll_449,4.32,40.55976
pt_ll_450,5.27976,41.279759999999996
pt_ll_451,4.91976,40.86
pt_ll_452,5.99976,40.86
pt_ll_453,5.3999999999999995,40.80024
pt_ll_454,5.27976,40.55976
pt_ll_455,5.88024,40.55976
pt_ll_5774,5.76,40.32
pt_ll_456,7.02,41.34024
pt_ll_457,7.38,41.34024
pt_ll_458,7.92,41.4
pt_ll_459,6.96024,41.279759999999996
pt_ll_460,7.199999999999999,41.22
pt_ll_461,7.43976,41.279759999999996
pt_ll_462,7.43976,41.04
pt_ll_463,6.84,41.04
pt_ll_5650,6.96024,40.98024
pt_ll_464,6.53976,40.80024
pt_ll_465,6.71976,40.73976
pt_ll_466,7.07976,40.80024
pt_ll_467,7.56,40.68
pt_ll_468,6.4799999999999995,40.55976
pt_ll_469,6.96024,40.62024
pt_ll_470,7.199999999999999,40.55976
pt_ll_471,6.96024,40.44024
